"","mou_Mean","totmrc_Mean","change_mou","drop_blk_Mean","owylis_vce_Range","mou_opkv_Range","months","totcalls","eqpdays","iwylis_vce_Mean","adjqty","ovrrev_Mean","rev_Mean","comp_vce_Mean","plcd_vce_Mean","avg3mou","avgmou","avg3qty","avgqty","avg6mou","avg6qty","crclscod","asl_flag","prizm_social_one","area","refurb_new","hnd_webcap","marital","ethnic","models","hnd_price","actvsubs","uniqsubs","churn","csa","drop_vce_Mean","adjmou","totrev","adjrev","avgrev","Customer_ID","retdays_dummy","compl_vce_percentage","age1_dummy","optimum","asl_flag_Y","prizm_social_one_R","prizm_social_one_T","area_DC_MARYLAND_VIRGINIA","area_MIDWEST","area_NORTHWEST_ROCKYMOUNTAIN","area_OHIO","area_SOUTH_FLORIDA","area_TENNESSEE","refurb_new_R","marital_S","ethnic_C","ethnic_N","ethnic_P","ethnic_S","ethnic_U","ethnic_Z","models_2","models_3","models_4","models_5","models_8","hnd_price129.9899902","hnd_price199.9899902","hnd_price249.9899902","hnd_price299.9899902","uniqsubs_2","uniqsubs_3","uniqsubs_4","uniqsubs_5","uniqsubs_6","uniqsubs_9","age1_dummy_Young","result","mou_Mean_catg","prob","actvsubs_int"
"2138",106.5,10,1.5,4.666666667,0,76.19,8,302,230,4,283,2.175,12.27,32.66666667,45,106,80,60,47.17,80,47,"A","N","T","ATLANTIC SOUTH AREA","N","WC","A","S","1","29.98999023","3","7",1,"ATLATL678",2.666666667,480,120.78,76.87,12.81,1074806,"0",0.725925926,"Senior",0.0180079483358172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.251427370540102,4
"2423",1693,45.715,-1693,18.66666667,111,1278.67,11,7518,148,11,7513,241.025,276.74,415,482,2257,2037.8,856,751.3,2058,767,"AA","N","C","NORTH FLORIDA AREA","R","WCMB","U","N","2","99.98999023","3","3",1,"FLNNPR813",14.66666667,20378,2566.31,2500.7,250.07,1079285,"1",0.860995850622407,"Senior",0.0939188952231024,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Very High",0.74386831287963,4
"2582",273.5,10,105.5,7.666666667,5,22.74,12,1245,336,11.33333333,1241,10.125,23.9275,75.33333333,93,238,210.91,124,112.82,227,122,"AA","N","T","SOUTHWEST AREA","N","WCMB","M","H","2","149.9899902","4","4",1,"NMXALB505",1,2320,307.68,267.51,24.32,1085674,"0",0.810035842258065,"Senior",0.0329075663026521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Medium",0.347281571591173,5
"2816",67,10,138,1.666666667,9,10.28,14,205,67,1.333333333,202,2.8125,46.895,13.33333333,16.33333333,21,30.77,13,15.54,11,7,"AA","N","C","CHICAGO AREA","R","WCMB","M","N","2","99.98999023","3","3",1,"CHILAG630",0.666666667,400,319.96,279.97,21.54,1047234,"0",0.816326530574761,"Senior",0.00879016127015877,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.248267167312964,4
"2914",52.75,44.99,-29.75,0.666666667,5,10.46,18,992,533,0.666666667,851,0,36.5175,8.666666667,12.66666667,63,307,18,77.36,243,52,"BA","N","C","DALLAS AREA","N","WCMB","S","N","1","149.9899902","3","3",1,"OKCSTW405",0,3377,692.2,562.1,51.1,1035699,"0",0.68421052616205,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.249777954360665,4
"2915",767.75,39.99,-767.75,17.66666667,64,208.01,10,3674,137,19.33333333,3602,135.25,176.725,167,237.3333333,1024,747.89,556,400.22,789,429,"BA","N","T","LOS ANGELES AREA","R","WCMB","S","H","2","59.98999023","3","4",1,"LAXSAN714",17.33333333,6731,1277.12,1210.69,134.52,1070448,"0",0.703651685492086,"Young",0.105902342771235,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"High",0.589901330031638,4
"2952",534.25,59.99,-182.25,9.333333333,21,45.64,20,4554,392,2.666666667,4554,4.3875,92.96,116.3333333,146.3333333,595,518.63,255,239.68,598,269,"A","N","T","NEW YORK CITY AREA","N","WCMB","M","N","2","199.9899902","3","3",1,"NYCWHI914",8.333333333,9854,1960.12,1723.44,90.71,1039134,"0",0.79498861043166,"Senior",0.00223838336428382,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"Medium",0.254920300239968,4
"3080",16.5,16.99,-14.5,0,2,4.76,17,126,514,0,126,3.4,18.83,9.333333333,15.33333333,21,14.5,12,7.88,16,10,"A","N","C","DALLAS AREA","N","WCMB","M","N","1","59.98999023","3","6",1,"DALDAL214",0,232,306.07,287.44,17.97,1037540,"0",0.608695652284499,"Mid-Aged",0.0111085699349822,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Low",0.269379063226891,4
"3239",419.5,9.835,80.5,12.33333333,39,193.51,13,454,75,9.333333333,400,35.9625,49.6375,75.33333333,110,393,163.45,79,36.36,196,39,"A","N","C","DC/MARYLAND/VIRGINIA AREA","R","WCMB","U","N","2","99.98999023","3","3",1,"NCRGRB757",4,1798,437.69,334.19,30.38,1049530,"0",0.684848484818182,"Senior",0.0821643172108113,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.30003136829656,4
"3258",350.25,10,-150.25,0,3,33.07,16,414,485,0,396,0.3125,14.3125,19.33333333,21,400,284.13,24,26.4,250,34,"AA","N","C","HOUSTON AREA","N","WCMB","M","G","1","79.98999023","3","3",1,"HOUHOU281",0,4262,243.95,193.63,12.91,1060896,"0",0.92063492047619,"Senior",0.00128100020496003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.259763611067069,4
"3336",643,69.99,352,12.33333333,33,102.27,15,2684,455,16.66666667,2654,32.165,82.4025,190.6666667,239.3333333,526,369.29,261,189.57,554,266,"B","N","C","CALIFORNIA NORTH AREA","N","WCMB","U","H","1","79.98999023","3","3",1,"SFRSMO650",9.666666667,5170,826.69,791.48,56.53,1049819,"0",0.79665738186583,"None",0.0389081759789038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"High",0.269343069879488,4
"3357",256,10,209,0.666666667,3,3.27,26,2249,770,0.666666667,2135,2.3475,12.5075,55.66666667,77.66666667,186,214.83,58,88.96,252,82,"BA","N","T","MIDWEST AREA","N","WCMB","M","U","1","59.98999023","3","3",1,"MINSTP612",0,5156,637.53,582.77,24.28,1026211,"0",0.71673819743705,"Senior",0.00368217966213355,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.267502563431225,4
"3630",9.25,16.99,-9.25,0,0,2.15,20,79,607,0,78,0,17.3925,2.666666667,3,12,11.11,3,4.11,13,5,"A","N","C","NEW YORK CITY AREA","N","WC","S","N","1","29.98999023","3","5",1,"NYCNEW201",0,211,342.95,323.77,17.04,1025579,"0",0.888888889,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Low",0.286078448734697,4
"3668",181.5,40.8275,-181.5,1.333333333,10,142.37,24,437,727,2.666666667,437,0,43.125,40,47.33333333,242,93.04,49,19,155,31,"A","N","T","NORTH FLORIDA AREA","N","WC","M","N","1","29.98999023","3","7",1,"FLNJAC904",0,2140,1139.99,1087.59,47.29,1016106,"0",0.845070422594723,"Senior",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.264307454182997,4
"3675",355.5,10,30.5,2.666666667,12,25.36,12,1761,337,8.666666667,1746,25.425,36.925,72.66666667,93.33333333,345,454.5,152,174.6,390,155,"BA","N","T","HOUSTON AREA","N","WCMB","M","S","1","149.9899902","3","3",1,"HOUSPR832",1,4545,347.76,307.77,30.78,1075234,"0",0.778571428634949,"Senior",0.0731107660455487,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.31674931057124,4
"3957",703.75,39.99,-3.75,16.33333333,5,139.94,11,3275,261,22.66666667,3075,16.1,46.3375,199,316,705,660.89,391,341.67,737,395,"A","N","T","CENTRAL/SOUTH TEXAS AREA","N","WCMB","S","H","2","59.98999023","3","4",1,"SANMCA210",2,5948,434.89,347.82,38.65,1067724,"0",0.629746835443038,"Senior",0.0370208558486054,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"High",0.296740720152595,4
"4173",128.25,10,-128.25,0.666666667,1,26,14,1050,412,0,1050,6.375,11.245,14,15.33333333,171,248.08,67,80.77,528,172,"A","N","C","NORTH FLORIDA AREA","N","WC","S","N","1","29.98999023","3","4",1,"FLNORL407",0,3225,312.85,271.57,20.89,1062876,"0",0.913043478459357,"Senior",0.0203771775611315,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Low",0.239993695947518,4
"4189",285.5,30,10.5,0,10,44.72,20,673,589,1.666666667,627,0,22.5,48.33333333,55.66666667,282,262.5,52,34.83,281,50,"A","N","C","SOUTHWEST AREA","N","WC","M","S","1","29.98999023","3","4",1,"NEVLVS702",0,4725,613.03,548.84,30.49,1046862,"0",0.86826347294202,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Medium",0.253863488091368,4
"4315",521.75,44.99,92.25,6,35,102.67,23,1591,710,18.66666667,1566,12.075,48.3025,106.6666667,122.6666667,491,232.05,134,71.18,352,102,"A","N","C","MIDWEST AREA","N","WCMB","M","U","1","79.98999023","3","5",1,"KCYKCK913",2.333333333,5105,946.92,919.79,41.81,1022366,"0",0.869565217426749,"Senior",0.0127518692180966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Medium",0.279499864404958,4
"4553",324.25,10,-38.25,6.333333333,16,38.3,19,2735,570,25.66666667,2663,0,17.3875,70,93.66666667,337,333.22,146,147.94,348,153,"A","N","C","NORTHWEST/ROCKY MOUNTAIN AREA","R","WC","M","S","1","9.989997864","3","3",1,"SEAPOR503",6,5998,596.07,522.06,29,1042539,"0",0.747330960827497,"Senior",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.368647690080888,4
"4572",0.5,30,-0.5,0.666666667,0,0,20,144,598,0,144,0,30,0.333333333,1,1,37.95,1,7.58,6,3,"A","N","C","NEW YORK CITY AREA","R","WC","U","G","1","9.989997864","3","4",1,"NYCMAN917",0.666666667,721,702.67,608.99,32.05,1039589,"0",0.333333333,"None",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Low",0.420909160013821,4
"4627",358.25,52.4925,-12.25,8,9,75.31,33,4171,126,27.33333333,3891,9.825,54.8175,78.33333333,116,362,343.95,174,185.29,354,177,"B","N","T","CENTRAL/SOUTH TEXAS AREA","R","WCMB","U","H","4","79.98999023","3","3",1,"SANMCA210",0,7223,1305.35,1191.26,56.73,1010152,"0",0.675287356293103,"Young",0.00752671697245949,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"Medium",0.251711740017293,4
"4683",388.25,44.99,-80.25,20,26,281.25,11,3652,149,8,3649,0,35.2825,76.66666667,146.6666667,415,790,119,364.9,557,199,"AA","N","T","ATLANTIC SOUTH AREA","N","WCMB","M","N","2","59.98999023","3","3",1,"AIRCHA843",17.66666667,7900,674.47,608.86,60.89,1077724,"0",0.522727272631198,"Senior",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.331881118017579,4
"4695",25,54.99,-25,4,0,0,12,2382,97,0,2382,0,44.99,0,2,33,472.8,18,238.2,346,136,"A","N","C","DALLAS AREA","R","WCMB","M","S","2","79.98999023","4","4",1,"DALDAL214",0,4728,796.98,751.12,75.11,1074746,"1",0,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Low",0.562087862293687,5
"4832",1071,75,-381,39.33333333,54,112.47,21,11254,593,43.66666667,11247,10.225,85.225,225.3333333,301.3333333,1198,1087.75,631,562.35,1144,608,"BA","N","T","DC/MARYLAND/VIRGINIA AREA","R","WCMB","S","U","2","29.98999023","3","3",1,"APCSIL301",35.33333333,21755,1708.69,1676.3,83.82,1030577,"0",0.747787610591569,"Senior",0.00598411648689932,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"High",0.384220333320899,4
